CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE,PreviousName_1.CompanyName,PreviousName_2.CONDATE,PreviousName_2.CompanyName,PreviousName_3.CONDATE,PreviousName_3.CompanyName,PreviousName_4.CONDATE,PreviousName_4.CompanyName,PreviousName_5.CONDATE,PreviousName_5.CompanyName,PreviousName_6.CONDATE,PreviousName_6.CompanyName,PreviousName_7.CONDATE,PreviousName_7.CompanyName,PreviousName_8.CONDATE,PreviousName_8.CompanyName,PreviousName_9.CONDATE,PreviousName_9.CompanyName,PreviousName_10.CONDATE,PreviousName_10.CompanyName,ConfStmtNextDueDate,ConfStmtLastMadeUpDate
CAMERA ALARM AND MONITORED EVENT REMOTE ALERTING LIMITED,08412462,,,C/O CALADINE CHANTRY HOUSE,22 UPPERTON ROAD,EASTBOURNE,EAST SUSSEX,,BN21 1BF,Private Limited Company,Active,United Kingdom,NA,20/02/2013,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,22/04/2017,25/03/2016,0,0,0,0,80200 - Security systems service activities,,,,0,0,http://business.data.gov.uk/id/company/08412462,,,,,,,,,,,,,,,,,,,,,08/04/2021,25/03/2020
LOST ROCKSTAR LIMITED,09767866,,,UNIT D3 ENTERPRISE 5 INDUSTRIAL ESTATE,ENTERPRISE WAY,BRADFORD,,UNITED KINGDOM,BD10 8EW,Private Limited Company,Active,United Kingdom,NA,08/09/2015,30,9,30/06/2020,30/09/2018,TOTAL EXEMPTION FULL,06/10/2016,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/09767866,,,,,,,,,,,,,,,,,,,,,04/04/2021,21/03/2020
MDK RESIDENTIAL PROPERTIES LTD,SC488055,,,11A RAVENSBY PARK GARDENS,,CARNOUSTIE,,SCOTLAND,DD7 7NY,Private Limited Company,Active,United Kingdom,NA,03/10/2014,31,10,31/07/2020,31/10/2018,,31/10/2016,03/10/2015,2,2,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/SC488055,,,,,,,,,,,,,,,,,,,,,17/10/2020,03/10/2019
DC LIFESTYLE LIMITED,07350497,,,80 HIGH STREET,FIRST FLOOR,BRENTFORD,,ENGLAND,TW8 8AE,Private Limited Company,Active,United Kingdom,NA,19/08/2010,31,8,31/05/2020,31/08/2018,,16/09/2016,19/08/2015,0,0,0,0,77120 - Renting and leasing of trucks and other heavy vehicles,,,,0,0,http://business.data.gov.uk/id/company/07350497,,,,,,,,,,,,,,,,,,,,,02/09/2020,19/08/2019
BRUSH & CUT LTD,08577566,,,215 PORTLAND ROAD,SOUTH NORWOOD,LONDON,,,SE25 4UY,Private Limited Company,Active,United Kingdom,NA,20/06/2013,30,6,31/03/2021,30/06/2019,,18/07/2017,20/06/2016,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/08577566,,,,,,,,,,,,,,,,,,,,,04/07/2020,20/06/2019
M BECK INVESTMENT LIMITED,12390403,,,UNIT 6,HATFIELD HEATH ROAD,SAWBRIDGEWORTH,,ENGLAND,CM21 9HY,Private Limited Company,Active,United Kingdom,NA,07/01/2020,31,1,07/10/2021,,NO ACCOUNTS FILED,04/02/2021,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/12390403,,,,,,,,,,,,,,,,,,,,,20/01/2021,
LIV-CRIS SERVICES LTD,12174312,,,21 PATCHINS ROAD,,POOLE,,ENGLAND,BH16 5AS,Private Limited Company,Active,United Kingdom,NA,26/08/2019,31,8,26/05/2021,,NO ACCOUNTS FILED,23/09/2020,,0,0,0,0,33110 - Repair of fabricated metal products,38110 - Collection of non-hazardous waste,,,0,0,http://business.data.gov.uk/id/company/12174312,,,,,,,,,,,,,,,,,,,,,08/09/2020,
BRUCE JONES PRODUCTIONS LIMITED,04433729,,,477 BUXTON ROAD,GREAT MOOR,STOCKPORT,CHESHIRE,,SK2 7HE,Private Limited Company,Liquidation,United Kingdom,NA,08/05/2002,31,5,31/03/2009,31/05/2007,TOTAL EXEMPTION SMALL,05/06/2008,08/05/2007,0,0,0,0,9220 - Radio and television activities,,,,0,0,http://business.data.gov.uk/id/company/04433729,,,,,,,,,,,,,,,,,,,,,22/05/2017,
ANTELI LTD,10662209,,,36 RISBOROUGH HOUSE,1 MALLORY STREET,LONDON,,ENGLAND,NW8 8TB,Private Limited Company,Active,United Kingdom,NA,09/03/2017,31,3,31/12/2020,31/03/2019,,06/04/2018,,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/10662209,,,,,,,,,,,,,,,,,,,,,22/03/2021,08/03/2020
HORSEFERRY INVESTMENTS LIMITED,02306148,,,THE AKZONOBEL BUILDING,WEXHAM ROAD,SLOUGH,,UNITED KINGDOM,SL2 5DS,Private Limited Company,Active,United Kingdom,NA,17/10/1988,31,12,30/09/2020,31/12/2018,FULL,29/06/2017,01/06/2016,3,0,0,3,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id/company/02306148,,,,,,,,,,,,,,,,,,,,,29/05/2020,15/05/2019
A.P.L SERVICES LIMITED,11511125,,,BRITANNIA HOUSE,CAERPHILLY BUSINESS PARK,CAERPHILLY,,WALES,CF83 3GG,Private Limited Company,Active,United Kingdom,NA,10/08/2018,31,8,10/05/2020,,NO ACCOUNTS FILED,07/09/2019,,0,0,0,0,42990 - Construction of other civil engineering projects n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11511125,,,,,,,,,,,,,,,,,,,,,23/08/2020,09/08/2019
THE SCOTTS COMPANY (MANUFACTURING) LIMITED,02566745,,,8TH FLOOR,20 FARRINGDON STREET,LONDON,,UNITED KINGDOM,EC4A 4AB,Private Limited Company,Active,United Kingdom,NA,07/12/1990,30,9,30/06/2020,30/09/2018,FULL,04/01/2017,07/12/2015,2,0,0,2,20150 - Manufacture of fertilizers and nitrogen compounds,20590 - Manufacture of other chemical products n.e.c.,,,0,0,http://business.data.gov.uk/id/company/02566745,,,,,,,,,,,,,,,,,,,,,09/12/2020,25/11/2019
NUBODI PILATES LIMITED,12295386,,,28 NEW STREET,,HENLEY-ON-THAMES,,ENGLAND,RG9 2BT,Private Limited Company,Active,United Kingdom,NA,04/11/2019,30,11,04/08/2021,,NO ACCOUNTS FILED,02/12/2020,,0,0,0,0,96040 - Physical well-being activities,,,,0,0,http://business.data.gov.uk/id/company/12295386,,,,,,,,,,,,,,,,,,,,,17/11/2020,
BODY MANAGEMENT REPAIRS LIMITED,06186603,,,GRIFFINS TAVISTOCK HOUSE SOUTH,TAVISTOCK SQUARE,LONDON,,,WC1H 9LG,Private Limited Company,Liquidation,United Kingdom,NA,27/03/2007,31,3,31/12/2010,31/03/2009,TOTAL EXEMPTION SMALL,24/04/2011,27/03/2010,0,0,0,0,7487 - Other business activities,,,,0,0,http://business.data.gov.uk/id/company/06186603,,,,,,,,,,,,,,,,,,,,,10/04/2017,
WORLD ART LTD,10846039,,,50 LEICESTER ROAD,LEICESTER ROAD,BLACKBURN,,UNITED KINGDOM,BB1 3JX,Private Limited Company,Active,United Kingdom,NA,03/07/2017,31,7,30/07/2020,31/07/2018,,31/07/2018,,0,0,0,0,"46150 - Agents involved in the sale of furniture, household goods, hardware and ironmongery",,,,0,0,http://business.data.gov.uk/id/company/10846039,,,,,,,,,,,,,,,,,,,,,27/03/2021,13/03/2020
FORGE END RESIDENTS MANAGEMENT COMPANY LTD.,09868895,,,RAE HOUSE,DANE STREET,BISHOPS STORTFORD,HERTFORDSHIRE,UNITED KINGDOM,CM23 3BT,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,12/11/2015,31,12,30/09/2020,31/12/2018,TOTAL EXEMPTION FULL,10/12/2016,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/09868895,,,,,,,,,,,,,,,,,,,,,17/11/2020,03/11/2019
AVON GROUND RENTS (LONDON) LIMITED,11533570,,,88 EDGWARE WAY,,EDGWARE,MIDDLESEX,ENGLAND,HA8 8JS,Private Limited Company,Active,United Kingdom,NA,23/08/2018,31,8,23/05/2020,,NO ACCOUNTS FILED,20/09/2019,,0,0,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/11533570,,,,,,,,,,,,,,,,,,,,,05/09/2020,22/08/2019
VISION INTERNATIONAL CONSULTANCY LTD.,SC256016,,,5 DURRIS,,BANCHORY,,SCOTLAND,AB31 6DT,Private Limited Company,Active,United Kingdom,NA,17/09/2003,31,3,31/12/2020,31/03/2019,,15/10/2016,17/09/2015,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/SC256016,06/07/2006,INTERNATIONAL RESOURCE SOLUTIONS LTD,,,,,,,,,,,,,,,,,,,02/01/2021,19/12/2019
COZMIC COSMETIC LIMITED,08567489,,,3A GRANGE ROAD,,FARNBOROUGH,,,GU14 8DP,Private Limited Company,Active,United Kingdom,NA,13/06/2013,30,6,31/03/2021,30/06/2019,,01/04/2017,04/03/2016,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/08567489,,,,,,,,,,,,,,,,,,,,,18/03/2021,04/03/2020
AMERICAN GHOST LIMITED,11759419,,,88/90 BAKER STREET,,LONDON,,UNITED KINGDOM,W1U 6TQ,Private Limited Company,Active,United Kingdom,NA,10/01/2019,31,1,10/10/2020,,NO ACCOUNTS FILED,07/02/2020,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/11759419,,,,,,,,,,,,,,,,,,,,,23/01/2021,09/01/2020
MONKEY SUIT LTD,07327697,,,4 BRADDON FARM COTTAGES,ASHWATER,BEAWORTHY,DEVON,ENGLAND,EX21 5EP,Private Limited Company,Active,United Kingdom,NA,27/07/2010,31,1,31/10/2020,31/01/2019,TOTAL EXEMPTION FULL,29/08/2016,01/08/2015,0,0,0,0,56302 - Public houses and bars,,,,0,0,http://business.data.gov.uk/id/company/07327697,,,,,,,,,,,,,,,,,,,,,15/08/2020,01/08/2019
HOLISTICLY YOURS LIMITED,08237411,,,61A-61B BOURNE STREET,,BILSTON,WEST MIDLANDS,,WV14 9HR,Private Limited Company,Active,United Kingdom,NA,02/10/2012,31,10,31/07/2020,31/10/2018,TOTAL EXEMPTION FULL,30/10/2016,02/10/2015,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/08237411,,,,,,,,,,,,,,,,,,,,,16/10/2020,02/10/2019
OCTATEC LIMITED,02834582,,,357 SOUTHBOROUGH LANE,,BROMLEY,,,BR2 8BQ,Private Limited Company,Active,United Kingdom,NA,09/07/1993,31,7,30/04/2021,31/07/2019,TOTAL EXEMPTION FULL,06/08/2016,09/07/2015,0,0,0,0,55900 - Other accommodation,62012 - Business and domestic software development,,,0,0,http://business.data.gov.uk/id/company/02834582,,,,,,,,,,,,,,,,,,,,,23/07/2020,09/07/2019
NUMBER ONE RADIATORS LIMITED,10648284,,,THE COPPER ROOM DEVA CITY OFFICE PARK,TRINITY WAY,MANCHESTER,,ENGLAND,M3 7BG,Private Limited Company,Active,United Kingdom,NA,02/03/2017,30,3,30/12/2020,31/03/2019,,30/03/2018,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/10648284,08/03/2017,RADIART LIMITED,,,,,,,,,,,,,,,,,,,15/03/2021,01/03/2020
GUILDHALL COURT LIMITED,08840245,,,22 CHERITON GARDENS,,FOLKESTONE,KENT,ENGLAND,CT20 2AS,Private Limited Company,Active,United Kingdom,NA,10/01/2014,31,1,31/10/2020,31/01/2019,DORMANT,07/02/2017,10/01/2016,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/08840245,,,,,,,,,,,,,,,,,,,,,23/01/2021,09/01/2020
SMART BUILD CONTRACTORS LIMITED,12298024,,,GROVE HOUSE,1 GROVE PLACE,BEDFORD,BEDFORDSHIRE,ENGLAND,MK40 3JJ,Private Limited Company,Active,United Kingdom,NA,05/11/2019,30,11,05/08/2021,,NO ACCOUNTS FILED,03/12/2020,,0,0,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id/company/12298024,,,,,,,,,,,,,,,,,,,,,18/11/2020,
LATCHMERE PROPERTIES LIMITED,01051677,,,LATCHMERE HOUSE,134 SOUTH STREET,DORKING,SURREY,ENGLAND,RH4 2EU,Private Limited Company,Active,United Kingdom,NA,26/04/1972,27,6,27/03/2021,30/06/2019,TOTAL EXEMPTION FULL,21/02/2017,24/01/2016,142,9,0,133,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id/company/01051677,,,,,,,,,,,,,,,,,,,,,07/02/2021,24/01/2020
C.V. EARL LIMITED,03705234,,,71 NEW DOVER ROAD,,CANTERBURY,KENT,ENGLAND,CT1 3DZ,Private Limited Company,Active,United Kingdom,NA,01/02/1999,29,2,30/11/2020,28/02/2019,TOTAL EXEMPTION FULL,01/03/2017,01/02/2016,0,0,0,0,"47599 - Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",,,,0,0,http://business.data.gov.uk/id/company/03705234,,,,,,,,,,,,,,,,,,,,,15/02/2021,01/02/2020
IQ FOUNDER PARTNER (GP) LIMITED,SC303638,,,50 LOTHIAN ROAD,FESTIVAL SQUARE,EDINBURGH,,,EH3 9WJ,Private Limited Company,Active,United Kingdom,NA,09/06/2006,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,07/07/2017,09/06/2016,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/SC303638,30/06/2006,LOTHIAN SHELF (414) LIMITED,,,,,,,,,,,,,,,,,,,21/06/2020,07/06/2019
TESETTUR PAZARI LIMITED,12479203,,,122 ST. PANCRAS WAY,,LONDON,,ENGLAND,NW1 9NB,Private Limited Company,Active,United Kingdom,NA,24/02/2020,29,2,24/11/2021,,NO ACCOUNTS FILED,24/03/2021,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/12479203,,,,,,,,,,,,,,,,,,,,,09/03/2021,
TWISTON DAVIES ASSOCIATES LIMITED,06885511,,,C/O LANGDOWNS DFK LIMITED FLEMING COURT LEIGH ROAD,EASTLEIGH,SOUTHAMPTON,HAMPSHIRE,,SO50 9PD,Private Limited Company,Active,United Kingdom,NA,23/04/2009,30,4,31/01/2021,30/04/2019,TOTAL EXEMPTION FULL,09/05/2017,11/04/2016,0,0,0,0,71122 - Engineering related scientific and technical consulting activities,,,,0,0,http://business.data.gov.uk/id/company/06885511,,,,,,,,,,,,,,,,,,,,,25/04/2021,11/04/2020
WINTAX LIMITED,10498846,,,30A BEDFORD PLACE,,SOUTHAMPTON,,ENGLAND,SO15 2DG,Private Limited Company,Active,United Kingdom,NA,28/11/2016,29,11,29/08/2020,29/11/2018,,26/12/2017,,0,0,0,0,49320 - Taxi operation,,,,0,0,http://business.data.gov.uk/id/company/10498846,,,,,,,,,,,,,,,,,,,,,11/12/2020,27/11/2019
SCOTT BUTTERWORTH ONSITE MACHINING LIMITED,05748962,,,5 LOWER HOUSE GREEN,LUMB,ROSSENDALE,LANCASHIRE,,BB4 9UH,Private Limited Company,Active,United Kingdom,NA,20/03/2006,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,17/04/2017,20/03/2016,0,0,0,0,71129 - Other engineering activities,,,,0,0,http://business.data.gov.uk/id/company/05748962,05/07/2011,SCOTT & HEATHER'S CHIPPY LIMITED,,,,,,,,,,,,,,,,,,,03/04/2021,20/03/2020
FREEDOM-2-DRIVE (NW) LIMITED,09701768,,,27 BROTHERTON DRIVE,BROTHERTON DRIVE,SALFORD,,ENGLAND,M3 6BH,Private Limited Company,Active,United Kingdom,NA,24/07/2015,30,9,30/06/2020,30/09/2018,,21/08/2016,,0,0,0,0,52290 - Other transportation support activities,,,,0,0,http://business.data.gov.uk/id/company/09701768,,,,,,,,,,,,,,,,,,,,,06/08/2020,23/07/2019
PIZZA KING SELLY OAK LTD,12002403,,,806 BRISTOL ROAD,SELLY OAK,BIRMINGHAM,WEST MIDLANDS,ENGLAND,B29 6NA,Private Limited Company,Active - Proposal to Strike off,United Kingdom,NA,17/05/2019,31,5,17/02/2021,,NO ACCOUNTS FILED,14/06/2020,,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/12002403,,,,,,,,,,,,,,,,,,,,,30/05/2020,
SEMCA LTD,03321691,,,14 ARAN HEIGHTS,,CHALFONT ST. GILES,BUCKINGHAMSHIRE,,HP8 4DZ,Private Limited Company,Active,United Kingdom,NA,20/02/1997,30,4,31/01/2021,30/04/2019,,20/03/2017,20/02/2016,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/03321691,03/07/2003,REMOTESEC LTD,30/03/2001,ERIN IT CONSULTANCY LIMITED,,,,,,,,,,,,,,,,,06/03/2021,20/02/2020
MRH FORECOURTS LIMITED,05303330,,,GLADSTONE PLACE,36-38 UPPER MARLBOROUGH ROAD,ST. ALBANS,HERTFORDSHIRE,ENGLAND,AL1 3UU,Private Limited Company,Active,United Kingdom,NA,02/12/2004,31,12,30/09/2020,31/12/2018,TOTAL EXEMPTION FULL,30/12/2016,02/12/2015,4,1,0,3,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/05303330,16/08/2018,MITHA FORECOURTS LIMITED,,,,,,,,,,,,,,,,,,,16/12/2020,02/12/2019
LOGHOLME LIMITED,01608864,,,UPHILL MANOR,3 UPHILL ROAD SOUTH,WESTON SUPER MARE,NORTH SOMERSET,,BS23 4SA,Private Limited Company,Active,United Kingdom,NA,20/01/1982,31,3,31/12/2020,31/03/2019,,21/01/2017,24/12/2015,2,1,0,1,"46330 - Wholesale of dairy products, eggs and edible oils and fats",,,,0,0,http://business.data.gov.uk/id/company/01608864,,,,,,,,,,,,,,,,,,,,,07/01/2021,24/12/2019
ODINTSOV LTD,08358384,,,224 LODGE LANE,,ROMFORD,ESSEX,,RM5 2EU,Private Limited Company,Active,United Kingdom,NA,14/01/2013,31,1,31/10/2020,31/01/2019,DORMANT,11/02/2017,14/01/2016,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/08358384,,,,,,,,,,,,,,,,,,,,,14/10/2020,30/09/2019
DES RES HERTFORDSHIRE LTD,10480287,,,8 BLACKMORE WAY,WHEATHAMPSTEAD,ST. ALBANS,,ENGLAND,AL4 8LJ,Private Limited Company,Active,United Kingdom,NA,15/11/2016,30,11,31/08/2021,30/11/2019,TOTAL EXEMPTION FULL,13/12/2017,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/10480287,,,,,,,,,,,,,,,,,,,,,28/11/2020,14/11/2019
HEMDLE LTD,11450011,,,19 WARREN PARK WAY,ENDERBY,LEICESTER,,ENGLAND,LE19 4SA,Private Limited Company,Active,United Kingdom,NA,05/07/2018,31,12,30/09/2021,31/12/2019,TOTAL EXEMPTION FULL,02/08/2019,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/11450011,23/01/2019,NUTRIHEMPS LTD,,,,,,,,,,,,,,,,,,,20/12/2020,06/12/2019
ROBOMECHANIX LTD,12354954,,,FLAT 5,12 STAFFORD STREET,BRISTOL,,UNITED KINGDOM,BS3 4DA,Private Limited Company,Active,United Kingdom,NA,09/12/2019,31,12,09/09/2021,,NO ACCOUNTS FILED,06/01/2021,,0,0,0,0,71129 - Other engineering activities,,,,0,0,http://business.data.gov.uk/id/company/12354954,,,,,,,,,,,,,,,,,,,,,22/12/2020,
ANTALYA RESTAURANT LTD,11606576,,,124 - 126 WALSGRAVE ROAD,,COVENTRY,,UNITED KINGDOM,CV2 4AX,Private Limited Company,Active,United Kingdom,NA,05/10/2018,31,10,05/07/2020,,NO ACCOUNTS FILED,02/11/2019,,0,0,0,0,56102 - Unlicensed restaurants and cafes,,,,0,0,http://business.data.gov.uk/id/company/11606576,,,,,,,,,,,,,,,,,,,,,18/10/2020,04/10/2019
BLOOM & PRUNE LTD,11050503,,,1 SOUTH UNDERCLIFF,,RYE,,UNITED KINGDOM,TN31 7HN,Private Limited Company,Active,United Kingdom,NA,07/11/2017,30,11,31/08/2020,30/11/2018,DORMANT,05/12/2018,,0,0,0,0,94120 - Activities of professional membership organizations,,,,0,0,http://business.data.gov.uk/id/company/11050503,,,,,,,,,,,,,,,,,,,,,20/11/2020,06/11/2019
FRANK J. LYNCH LIMITED,SC207106,,,30 CARDOWAN ROAD,STEPPS,GLASGOW,,SCOTLAND,G33 6HL,Private Limited Company,Active,United Kingdom,NA,12/05/2000,31,5,28/02/2021,31/05/2019,TOTAL EXEMPTION FULL,09/06/2017,12/05/2016,0,0,0,0,96030 - Funeral and related activities,,,,0,0,http://business.data.gov.uk/id/company/SC207106,,,,,,,,,,,,,,,,,,,,,26/05/2020,12/05/2019
SAM & NAZ LTD,11555273,,,80 RAVENSBRIDGE DRIVE,,LEICESTER,,UNITED KINGDOM,LE4 0BX,Private Limited Company,Active,United Kingdom,NA,06/09/2018,30,9,30/06/2021,30/09/2019,,04/10/2019,,3,2,0,1,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/11555273,,,,,,,,,,,,,,,,,,,,,01/10/2020,17/09/2019
GLENCARRICK CONSTRUCTION LTD,11051682,,,OFFICE 303,17 HOLYWELL HILL,ST ALBANS,HERTFORDSHIRE,ENGLAND,AL1 1DT,Private Limited Company,Active,United Kingdom,NA,07/11/2017,30,11,31/08/2020,30/11/2018,,05/12/2018,,0,0,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id/company/11051682,,,,,,,,,,,,,,,,,,,,,20/11/2020,06/11/2019
BLACKSEA59 LIMITED,12095579,,,59-61 SOUTHERNHAY,,BASILDON,,UNITED KINGDOM,SS14 1EU,Private Limited Company,Active,United Kingdom,NA,10/07/2019,31,7,10/04/2021,,NO ACCOUNTS FILED,07/08/2020,,0,0,0,0,56101 - Licensed restaurants,,,,0,0,http://business.data.gov.uk/id/company/12095579,,,,,,,,,,,,,,,,,,,,,23/07/2020,
INERTIAL AEROSYSTEMS UK LIMITED,04550474,,,30 CAMP ROAD,,FARNBOROUGH,HAMPSHIRE,,GU14 6EW,Private Limited Company,Active,United Kingdom,NA,01/10/2002,31,12,30/09/2020,31/12/2018,DORMANT,29/10/2016,01/10/2015,1,1,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/04550474,,,,,,,,,,,,,,,,,,,,,15/10/2020,01/10/2019
IWOYE LIMITED,12347998,,,27 SCHOONER CIRCLE,,NEWPORT,GWENT,UNITED KINGDOM,NP10 8EX,Private Limited Company,Active,United Kingdom,NA,04/12/2019,31,12,04/09/2021,,NO ACCOUNTS FILED,01/01/2021,,0,0,0,0,62020 - Information technology consultancy activities,62090 - Other information technology service activities,"63110 - Data processing, hosting and related activities",63990 - Other information service activities n.e.c.,0,0,http://business.data.gov.uk/id/company/12347998,,,,,,,,,,,,,,,,,,,,,17/12/2020,
GARN LAND LTD,06917597,,,DOLGUN UCHAF,,DOLGELLAU,GWYNEDD,,LL40 2AB,Private Limited Company,Active,United Kingdom,NA,28/05/2009,31,5,28/02/2021,31/05/2019,DORMANT,24/06/2017,27/05/2016,0,0,0,0,02100 - Silviculture and other forestry activities,,,,0,0,http://business.data.gov.uk/id/company/06917597,,,,,,,,,,,,,,,,,,,,,10/06/2020,27/05/2019
BROOKFIELD GARDEN LTD,11335156,,,54 CROFT DRIVE EAST,CALDY,WIRRAL,,UNITED KINGDOM,CH48 2JP,Private Limited Company,Active,United Kingdom,NA,28/04/2018,30,4,31/01/2021,30/04/2019,,26/05/2019,,2,2,0,0,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id/company/11335156,22/11/2018,BRABCO 1801 LIMITED,,,,,,,,,,,,,,,,,,,11/05/2020,27/04/2019
STEPHENSON GATEWAY ENTERPRISES LTD,10832226,,,"THE OLD PARSONAGE, 15-17 MAIN STREET",BARTON-UNDER-NEEDWOOD,BURTON-ON-TRENT,STAFFORDSHIRE,UNITED KINGDOM,DE13 8AA,Private Limited Company,Active,United Kingdom,NA,22/06/2017,31,8,31/05/2020,31/08/2018,TOTAL EXEMPTION FULL,20/07/2018,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,70229 - Management consultancy activities other than financial management,,,0,0,http://business.data.gov.uk/id/company/10832226,,,,,,,,,,,,,,,,,,,,,11/07/2020,27/06/2019
UNIQUE PERSONAL SERVICES LIMITED,12522669,,,58 CARLYLE ROAD,,BRISTOL,,ENGLAND,BS5 6HH,Private Limited Company,Active,United Kingdom,NA,18/03/2020,31,3,18/12/2021,,NO ACCOUNTS FILED,15/04/2021,,0,0,0,0,88990 - Other social work activities without accommodation n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12522669,,,,,,,,,,,,,,,,,,,,,31/03/2021,
USM LONDON LTD,12044386,,,99 THE AVENUE,LONDON,LONDON,,UNITED KINGDOM,E4 9RX,Private Limited Company,Active,United Kingdom,NA,11/06/2019,30,6,11/03/2021,,NO ACCOUNTS FILED,09/07/2020,,0,0,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/12044386,,,,,,,,,,,,,,,,,,,,,24/06/2020,
BR POULTRY LTD,SC655903,,,21 WEST NILE STREET,2/1,GLASGOW,,SCOTLAND,G1 2PS,Private Limited Company,Active,United Kingdom,NA,27/02/2020,29,2,27/11/2021,,NO ACCOUNTS FILED,27/03/2021,,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/SC655903,,,,,,,,,,,,,,,,,,,,,12/03/2021,
EAST MIDLANDS SECURITY & FIRE LIMITED,10782503,,,"UNIT F WHITEACRES, CAMBRIDGE ROAD",WHETSTONE,LEICESTER,,ENGLAND,LE8 6ZG,Private Limited Company,Active,United Kingdom,NA,22/05/2017,31,5,28/02/2021,31/05/2019,,19/06/2018,,0,0,0,0,71129 - Other engineering activities,,,,0,0,http://business.data.gov.uk/id/company/10782503,,,,,,,,,,,,,,,,,,,,,04/06/2020,21/05/2019
BEYOND LEISURE LIMITED,04558894,,,RAMSIDE HALL HOTEL,CARRVILLE,DURHAM,COUNTY DURHAM,,DH1 1TD,Private Limited Company,Active,United Kingdom,NA,10/10/2002,30,11,31/08/2020,30/11/2018,SMALL,07/11/2016,10/10/2015,3,2,0,1,56302 - Public houses and bars,,,,0,0,http://business.data.gov.uk/id/company/04558894,,,,,,,,,,,,,,,,,,,,,14/10/2020,30/09/2019
